Title,Author,PDF URL
Near Optimal Reconstruction of Spherical Harmonic Expansions,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4b719e74623f4fa238ded71b56f0a184-Abstract-Conference.html
Lexinvariant Language Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4b734e95f0788a030a69caa987516186-Abstract-Conference.html
REFINE- A Fine-Grained Medication Recommendation System Using Deep Learning and Personalized Drug Interaction Modeling,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4b7439a4ab0b8e4bcb4e2412c6a10a58-Abstract-Conference.html
Bayesian Extensive-Rank Matrix Factorization with Rotational Invariant Priors,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4b8afc47273c746662a96dfdf562f87f-Abstract-Conference.html
Optimal Transport Model Distributional Robustness,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4b91825aec2ed35150f1d3e8fb195556-Abstract-Conference.html
Language Semantic Graph Guided Data-Efficient Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4bbd69ce4cea6aa3a08bde08a40fd65a-Abstract-Conference.html
Learning Efficient Coding of Natural Images with Maximum Manifold Capacity Representations,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4bc6e94f2308c888fb69626138a2633e-Abstract-Conference.html
Understanding the Latent Space of Diffusion Models through the Lens of Riemannian Geometry,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4bfcebedf7a2967c410b64670f27f904-Abstract-Conference.html
Single-Stage Visual Query Localization in Egocentric Videos,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4bfe7af38d4e5cd85ae0da639a933652-Abstract-Conference.html
Hyper-Skin- A Hyperspectral Dataset for Reconstructing Facial Skin-Spectra from RGB Images,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4c0986bd04d747745beba3752bdf4d9d-Abstract-Datasets_and_Benchmarks.html
Generalizing Importance Weighting to A Universal Solver for Distribution Shift Problems,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4c2092ec0b1370cce3fb5965ab255fae-Abstract-Conference.html
Improved Convergence in High Probability of Clipped Gradient Methods with Heavy Tailed Noise,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4c454d34f3a4c8d6b4ca85a918e5d7ba-Abstract-Conference.html
Refining Diffusion Planner for Reliable Behavior Synthesis by Automatic Detection of Infeasible Plans,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4c5722bad9759216474df8fc46c97af2-Abstract-Conference.html
Generate What You Prefer- Reshaping Sequential Recommendation via Guided Diffusion,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4c5e2bcbf21bdf40d75fddad0bd43dc9-Abstract-Conference.html
Conditional score-based diffusion models for Bayesian inference in infinite dimensions,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4c79c359b3c5f077c0b955f93cb0f53e-Abstract-Conference.html
Provable Advantage of Curriculum Learning on Parity Targets with Mixed Inputs,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4c8ce3c63f6b66d6811c6d67c68e487b-Abstract-Conference.html
Event Stream GPT- A Data Pre-processing and Modeling Library for Generative, Pre-trained Transformers over Continuous-time Sequences of Complex Events,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4c8f197b24e9b05d22028c2de16a45d2-Abstract-Datasets_and_Benchmarks.html
Modeling Human Visual Motion Processing with Trainable Motion Energy Sensing and a Self-attention Network,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4c9477b9e2c7ec0ad3f4f15077aaf85a-Abstract-Conference.html
Self-Supervised Visual Acoustic Matching,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4cbec10b0cf25025e3f9fcfd943bb58c-Abstract-Conference.html
Optimal Excess Risk Bounds for Empirical Risk Minimization on $p$-Norm Linear Regression,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4cca5640267b416cef4f00630aef93a2-Abstract-Conference.html
Failure-Aware Gaussian Process Optimization with Regret Bounds,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4ccf72339d1f650cb898c55dccbc5cda-Abstract-Conference.html
Efficient Adversarial Attacks on Online Multi-agent Reinforcement Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4cddc8fc57039f8fe44e23aba1e4df40-Abstract-Conference.html
Similarity-based cooperative equilibrium,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4d0b6303d4a4811445f69f357bf6def5-Abstract-Conference.html
Preference-grounded Token-level Guidance for Language Model Fine-tuning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4d4a3b6a34332d80349137bcc98164a5-Abstract-Conference.html
Joint Feature and Differentiable $ k $-NN Graph Learning using Dirichlet Energy,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4d689f0f30199661a10aa2200488aebb-Abstract-Conference.html
Transformers learn through gradual rank increase,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4d69c1c057a8bd570ba4a7b71aae8331-Abstract-Conference.html
SiT Dataset- Socially Interactive Pedestrian Trajectory Dataset for Social Navigation Robots,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4d6a000c216974f59e597bc878cd6325-Abstract-Datasets_and_Benchmarks.html
Prototype-based Aleatoric Uncertainty Quantification for Cross-modal Retrieval,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4d893f766ab60e5337659b9e71883af4-Abstract-Conference.html
A-NeSI- A Scalable Approximate Method for Probabilistic Neurosymbolic Inference,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4d9944ab3330fe6af8efb9260aa9f307-Abstract-Conference.html
Global Convergence Analysis of Local SGD for Two-layer Neural Network without Overparameterization,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4dade38eae8c007f3a564b8ea820664a-Abstract-Conference.html
MuSe-GNN- Learning Unified Gene Representation From Multimodal Biological Graph Data,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4db8a681ae1e58376dc6227978829063-Abstract-Conference.html
BeaverTails- Towards Improved Safety Alignment of LLM via a Human-Preference Dataset,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4dbb61cb68671edc4ca3712d70083b9f-Abstract-Datasets_and_Benchmarks.html
Reconstructing the Mind's Eye- fMRI-to-Image with Contrastive Learning and Diffusion Priors,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4ddab70bf41ffe5d423840644d3357f4-Abstract-Conference.html
Exploring Why Object Recognition Performance Degrades Across Income Levels and Geographies with Factor Annotations,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e3378a8e80af4ffc456c4fa13d46550-Abstract-Datasets_and_Benchmarks.html
Improving Few-Shot Generalization by Exploring and Exploiting Auxiliary Data,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e3c5399729e06d2f0c22d04416904ab-Abstract-Conference.html
Outlier-Robust Gromov-Wasserstein for Graph Data,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e429936318af03ae99c01c90e2604ec-Abstract-Conference.html
Labeling Neural Representations with Inverse Recognition,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e52bbb99690d1e05c7ef7b4c8b3569a-Abstract-Conference.html
Cross-modal Active Complementary Learning with Self-refining Correspondence,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e580cdd54fe38ca9a5b8ea6fe99bb44-Abstract-Conference.html
Cinematic Mindscapes- High-quality Video Reconstruction from Brain Activity,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e5e0daf4b05d8bfc6377f33fd53a8f4-Abstract-Conference.html
Retrieval-Augmented Multiple Instance Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e5f5e4504759e3957e3eef2a44a535e-Abstract-Conference.html
Multi-task Graph Neural Architecture Search with Task-aware Collaboration and Curriculum,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e839c9c398c58c878a394633b806ccd-Abstract-Conference.html
The Impact of Positional Encoding on Length Generalization in Transformers,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e85362c02172c0c6567ce593122d31c-Abstract-Conference.html
Attention as Implicit Structural Inference,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e8a74988bc611495c2d3a5edac8493f-Abstract-Conference.html
Nearly Tight Bounds For Differentially Private Multiway Cut,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e8f257e054abd24c550d55e57cec274-Abstract-Conference.html
Permutation Equivariant Neural Functionals,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e9d8aeeab6120c3c83ccf95d4c211d3-Abstract-Conference.html
Fine-Grained Visual Prompting,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4e9fa6e716940a7cfc60c46e6f702f52-Abstract-Conference.html
A Multi-modal Global Instance Tracking Benchmark (MGIT)- Better Locating Target in Complex Spatio-temporal and Causal Relationship,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4ea14e6090343523ddcd5d3ca449695f-Abstract-Datasets_and_Benchmarks.html
Integration-free Training for Spatio-temporal Multimodal Covariate Deep Kernel Point Processes,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4eb2c0adafbe71269f3a772c130f9e53-Abstract-Conference.html
Does progress on ImageNet transfer to real-world datasets-,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4eb33c53ed5b14ce9028309431f565cc-Abstract-Datasets_and_Benchmarks.html
EmbodiedGPT- Vision-Language Pre-Training via Embodied Chain of Thought,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4ec43957eda1126ad4887995d05fae3b-Abstract-Conference.html
Conditional Matrix Flows for Gaussian Graphical Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4eef8829319316d0b552328715c836c3-Abstract-Conference.html
Additive Decoders for Latent Variables Identification and Cartesian-Product Extrapolation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4ef594af0d9a519db8fb292452c461fa-Abstract-Conference.html
How2comm- Communication-Efficient and Collaboration-Pragmatic Multi-Agent Perception,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4f31327e046913c7238d5b671f5d820e-Abstract-Conference.html
LANCE- Stress-testing Visual Models by Generating Language-guided Counterfactual Images,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4f3820576130a8f796ddbf204c841487-Abstract-Conference.html
Refined Mechanism Design for Approximately Structured Priors via Active Regression,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4f693c15f189efd888b6782a5f4eccb1-Abstract-Conference.html
Most Neural Networks Are Almost Learnable,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4f7b1f51ef415f09e171f632172284ff-Abstract-Conference.html
Bounded rationality in structured density estimation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4f82088872dc8a91085f426f90bdd7dc-Abstract-Conference.html
RayDF- Neural Ray-surface Distance Fields with Multi-view Consistency,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4f86833d5cc98ec32e470ef1c8cb82e3-Abstract-Conference.html
Motion-X- A Large-scale 3D Expressive Whole-body Human Motion Dataset,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4f8e27f6036c1d8b4a66b5b3a947dd7b-Abstract-Datasets_and_Benchmarks.html
Blocked Collaborative Bandits- Online Collaborative Filtering with Per-Item Budget Constraints,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4feccf7f781e1844f3a5d70eb779147a-Abstract-Conference.html
Efficient Online Clustering with Moving Costs,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4ff08be7b0105049ff3e0ce3d70658c5-Abstract-Conference.html
SEGA- Instructing Text-to-Image Models using Semantic Guidance,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/4ff83037e8d97b2171b2d3e96cb8e677-Abstract-Conference.html
Learning Sample Difficulty from Pre-trained Models for Reliable Prediction,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/50251f54848a433f3e47ae3b7cbded53-Abstract-Conference.html
Asynchronous Proportional Response Dynamics- Convergence in Markets with Adversarial Scheduling,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5049acb0d5d976130388f3e8edcae183-Abstract-Conference.html
Seeing is not always believing- Benchmarking Human and Model Perception of AI-Generated Images,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/505df5ea30f630661074145149274af0-Abstract-Datasets_and_Benchmarks.html
FORB- A Flat Object Retrieval Benchmark for Universal Image Embedding,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/506630e4a43bb9d64a49f98b9ba934e9-Abstract-Datasets_and_Benchmarks.html
Intra-Modal Proxy Learning for Zero-Shot Visual Categorization with CLIP,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/50a057e9fe79ffa3f4120fb6fb88071a-Abstract-Conference.html
Overcoming Recency Bias of Normalization Statistics in Continual Learning- Balance and Adaptation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/50ca96a1a9ebe0b5e5688a504feb6107-Abstract-Conference.html
The Simplicity Bias in Multi-Task RNNs- Shared Attractors, Reuse of Dynamics, and Geometric Representation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/50d6dbc809b0dc96f7f1090810537acc-Abstract-Conference.html
Optimize Planning Heuristics to Rank, not to Estimate Cost-to-Goal,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/50ea4dbd1cff6bd3daef939eff10c092-Abstract-Conference.html
Goal-Conditioned Predictive Coding for Offline Reinforcement Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/51053d7b8473df7d5a2165b2a8ee9629-Abstract-Conference.html
Exposing Attention Glitches with Flip-Flop Language Modeling,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/510ad3018bbdc5b6e3b10646e2e35771-Abstract-Conference.html
Information Design in Multi-Agent Reinforcement Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/511d7c4e61878cf08ece6351ea3c529e-Abstract-Conference.html
Gaussian Mixture Solvers for Diffusion Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/51373b6499708b6fcc38f1e8f8f5b376-Abstract-Conference.html
Trade-off Between Efficiency and Consistency for Removal-based Explanations,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/51484744337f4bf5fea0e4dd92ddab0b-Abstract-Conference.html
QuACK- Accelerating Gradient-Based Quantum Optimization with Koopman Operator Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5159aaee380391c366b27994ed225e4f-Abstract-Conference.html
Provably Robust Temporal Difference Learning for Heavy-Tailed Rewards,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/516ca2e9e7bffbb4027a25d9f8838bc9-Abstract-Conference.html
Train Faster, Perform Better- Modular Adaptive Training in Over-Parameterized Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/516fd05dc408fd6d6374940a83930193-Abstract-Conference.html
Class-Distribution-Aware Pseudo-Labeling for Semi-Supervised Multi-Label Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5195825ee60d7efc1e42b7f3f3137040-Abstract-Conference.html
Adaptive Data Analysis in a Balanced Adversarial Model,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/51ba8a68f471d952af625d1faf55e6c6-Abstract-Conference.html
Accelerating Molecular Graph Neural Networks via Knowledge Distillation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/51ec452ca04d8ec7160e5bbaf76153f6-Abstract-Conference.html
No Train No Gain- Revisiting Efficient Training Algorithms For Transformer-based Language Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/51f3d6252706100325ddc435ba0ade0e-Abstract-Conference.html
Layer-Neighbor Sampling --- Defusing Neighborhood Explosion in GNNs,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/51f9036d5e7ae822da8f6d4adda1fb39-Abstract-Conference.html
Undirected Probabilistic Model for Tensor Decomposition,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/51f9d542dea8bed1f66c8add6ec23c69-Abstract-Conference.html
Rethinking Tokenizer and Decoder in Masked Graph Modeling for Molecules,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/51fd9a7d1706023cb9f8210cc6ac357c-Abstract-Conference.html
Shared Adversarial Unlearning- Backdoor Mitigation by Unlearning Shared Adversarial Examples,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/520425a5a4c2fb7f7fc345078b188201-Abstract-Conference.html
Calibration by Distribution Matching- Trainable Kernel Calibration Metrics,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/52493d82db00e73abb2858a5a5f28717-Abstract-Conference.html
Polynomially Over-Parameterized Convolutional Neural Networks Contain Structured Strong Winning Lottery Tickets,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/525338e0d98401a62950bc7c454eb83d-Abstract-Conference.html
Robustifying Generalizable Implicit Shape Networks with a Tunable Non-Parametric Model,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/525c95ffca1f57a10e3527d3584f3cf1-Abstract-Conference.html
Segment Anything in 3D with NeRFs,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/525d24400247f884c3419b0b7b1c4829-Abstract-Conference.html
Every Parameter Matters- Ensuring the Convergence of Federated Learning with Dynamic Heterogeneous Models Reduction,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/526356453b7301c9b29aa0533f62bdef-Abstract-Conference.html
Small batch deep reinforcement learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/528388f1ad3a481249a97cbb698d2fe6-Abstract-Conference.html
A Deep Instance Generative Framework for MILP Solvers Under Limited Data Availability,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5297e56ac65ba2bfa70ee9fc4818c042-Abstract-Conference.html
WordScape- a Pipeline to extract multilingual, visually rich Documents with Layout Annotations from Web Crawl Data,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/52c1ce1a0eaf61e8b6e3a899c1b9c61f-Abstract-Datasets_and_Benchmarks.html
Multi-Swap k-Means++,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/52d63f9e4b81f866bf69fb3c834aad47-Abstract-Conference.html
A Unified Discretization Framework for Differential Equation Approach with Lyapunov Arguments for Convex Optimization,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/52da50b1ef221e4b1793e3bf44dd973d-Abstract-Conference.html
SARAMIS- Simulation Assets for Robotic Assisted and Minimally Invasive Surgery,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/52e78a95d8baa6d082fb2d0e9499b661-Abstract-Datasets_and_Benchmarks.html
Free-Bloom- Zero-Shot Text-to-Video Generator with LLM Director and LDM Animator,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/52f050499cf82fa8efb588e263f6f3a7-Abstract-Conference.html
NeRF Revisited- Fixing Quadrature Instability in Volume Rendering,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5301c49207917c5c870131959971851c-Abstract-Conference.html
Practical Sharpness-Aware Minimization Cannot Converge All the Way to Optima,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5305b7891e1098dd9773d35cd9333180-Abstract-Conference.html
Online Convex Optimization with Unbounded Memory,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/531230cfac80c65017ad0f85d3031edc-Abstract-Conference.html
Making Scalable Meta Learning Practical,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/531998dc1fc858b5857a90b74d96ecab-Abstract-Conference.html
Dynamic Prompt Learning- Addressing Cross-Attention Leakage for Text-Based Image Editing,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5321b1dabcd2be188d796c21b733e8c7-Abstract-Conference.html
Brant- Foundation Model for Intracranial Neural Signal,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/535915d26859036410b0533804cee788-Abstract-Conference.html
Wasserstein distributional robustness of neural networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/53be3798fcc46e68ca0819c29a004652-Abstract-Conference.html
High dimensional, tabular deep learning with an auxiliary knowledge graph,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/53dd219b6b11abc8ce523921c18c7a3e-Abstract-Conference.html
Learning Space-Time Continuous Latent Neural PDEs from Partially Observed States,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/53e9b4152ca09d5f1228157e752651dd-Abstract-Conference.html
Adaptive SGD with Polyak stepsize and Line-search- Robust Convergence and Variance Reduction,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/540eb9e0ee35d525231c3fd22d1dcbf2-Abstract-Conference.html
SOC- Semantic-Assisted Object Cluster for Referring Video Object Segmentation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/542c14ff4622e45384df40dc97b9cf90-Abstract-Conference.html
Posthoc privacy guarantees for collaborative inference with modified Propose-Test-Release,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5433b79562b9fa85bd5da0c95a78c907-Abstract-Conference.html
Strategic Classification under Unknown Personalized Manipulation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/543924fdf260ba990f2ef84f940f3db2-Abstract-Conference.html
EPIC Fields- Marrying 3D Geometry and Video Understanding,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/543d4e171150cb931f1d401cacc3d7af-Abstract-Datasets_and_Benchmarks.html
On the Ability of Graph Neural Networks to Model Interactions Between Vertices,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/543ec10715d964122ab7cb15f648772b-Abstract-Conference.html
Learning from Both Structural and Textual Knowledge for Inductive Knowledge Graph Completion,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/544242770e8333875325d013328b2079-Abstract-Conference.html
Sorting with Predictions,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/544696ef4847c903376ed6ec58f3a703-Abstract-Conference.html
Posterior Sampling for Competitive RL- Function Approximation and Partial Observation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/545a674417b8c4bcae96eceffad1c4f0-Abstract-Conference.html
Towards Test-Time Refusals via Concept Negation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54801e196796134a2b0ae5e8adef502f-Abstract-Conference.html
LAMM- Language-Assisted Multi-Modal Instruction-Tuning Dataset, Framework, and Benchmark,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/548a41b9cac6f50dccf7e63e9e1b1b9b-Abstract-Datasets_and_Benchmarks.html
Likelihood Ratio Confidence Sets for Sequential Decision Making,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5491280797f3192b895bce84eb83df8d-Abstract-Conference.html
Uncertainty Quantification over Graph with Conformalized Graph Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54a1495b06c4ee2f07184afb9a37abda-Abstract-Conference.html
EMBERSim- A Large-Scale Databank for Boosting Similarity Search in Malware Analysis,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54bf430f5d3090502ea021941e9cb18e-Abstract-Datasets_and_Benchmarks.html
VPP- Efficient Conditional 3D Generation via Voxel-Point Progressive Representation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54d2d38a56a74387d5916ee40e462295-Abstract-Conference.html
Multi Time Scale World Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54d8aab579b5a9ed3395764c7341ebec-Abstract-Conference.html
How many samples are needed to leverage smoothness-,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54dcf25318f9de5a7a01f0a4125c541e-Abstract-Conference.html
Causal Imitability Under Context-Specific Independence Relations,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54e13b23fa2f399cea6e67acf9063c40-Abstract-Conference.html
A Finite-Particle Convergence Rate for Stein Variational Gradient Descent,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54e5d7af6250ccab796ad7fe75663ba5-Abstract-Conference.html
Bringing regularized optimal transport to lightspeed- a splitting method adapted for GPUs,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54f7125dee9b8b3dc798bb9a082b09e2-Abstract-Conference.html
Use perturbations when learning from explanations,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/54f82cdae821aad5c2888d61a6515170-Abstract-Conference.html
VisIT-Bench- A Dynamic Benchmark for Evaluating Instruction-Following Vision-and-Language Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5503389dbe070cdae9b48086c4996a59-Abstract-Datasets_and_Benchmarks.html
The Memory-Perturbation Equation- Understanding Model's Sensitivity to Data,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/550ab405d0addd3de5b70e57b44878df-Abstract-Conference.html
Contextual Gaussian Process Bandits with Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5526c73e3ff4f2a34009e13d15f52fcb-Abstract-Conference.html
Auxiliary Losses for Learning Generalizable Concept-based Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/555479a201da27c97aaeed842d16ca49-Abstract-Conference.html
Make the U in UDA Matter- Invariant Consistency Learning for Unsupervised Domain Adaptation,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5555cc3fb226ed067fa946e35355f938-Abstract-Conference.html
Hyper-HMM- aligning human brains and semantic features in a common latent event space,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/558a100caa93422df215fadb9e9b1dd7-Abstract-Conference.html
Active Learning for Semantic Segmentation with Multi-class Label Query,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/559a0998fab1d19b80e7e43a5852401c-Abstract-Conference.html
Aleatoric and Epistemic Discrimination- Fundamental Limits of Fairness Interventions,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/55a49718689fdecef31b6a2386df6fe1-Abstract-Conference.html
DISCOVER- Making Vision Networks Interpretable via Competition and Dissection,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/55aeba84b402008d3ed10440d906b4e1-Abstract-Conference.html
Adapting Neural Link Predictors for Data-Efficient Complex Query Answering,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/55c518a17bd17dcb69aa14d69d085994-Abstract-Conference.html
DataComp- In search of the next generation of multimodal datasets,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/56332d41d55ad7ad8024aac625881be7-Abstract-Datasets_and_Benchmarks.html
$p$-value Adjustment for Monotonous, Unbiased, and Fast Clustering Comparison,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/563d94819f68cb73d6a382809e587b54-Abstract-Conference.html
On Computing Pairwise Statistics with Local Differential Privacy,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5642b9811a9ac5281be1cc84c275f251-Abstract-Conference.html
STORM- Efficient Stochastic Transformer based World Models for Reinforcement Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/5647763d4245b23e6a1cb0a8947b38c9-Abstract-Conference.html
Is Heterogeneity Notorious- Taming Heterogeneity to Handle Test-Time Shift in Federated Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/565f995643da6329cec701f26f8579f5-Abstract-Conference.html
Self-Predictive Universal AI,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/56a225639da77e8f7c0409f6d5ba996b-Abstract-Conference.html
Addressing Negative Transfer in Diffusion Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2023/hash/56a7b9a07ae01ddea762dcc51280298b-Abstract-Conference.html
