Title,Author,PDF URL
Tracking People with 3D Representations,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c74c4bf0dad9cbae3d80faa054b7d8ca-Abstract.html
Off-Policy Risk Assessment in Contextual Bandits,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c7502c55f8db540625b59d9a42638520-Abstract.html
Adaptive Denoising via GainTuning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c7558e9d1f956b016d1fdba7ea132378-Abstract.html
Optimal Sketching for Trace Estimation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c77bfda61a0204d445185053e6a9a8fe-Abstract.html
Estimating Multi-cause Treatment Effects via Single-cause Perturbation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c793b3be8f18731f2a4c627fb3c6c63d-Abstract.html
Be Confident! Towards Trustworthy Graph Neural Networks via Confidence Calibration,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c7a9f13a6c0940277d46706c7ca32601-Abstract.html
Learning Riemannian metric for disease progression modeling,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c7b90b0fc23725f299b47c5224e6ec0d-Abstract.html
Bias and variance of the Bayesian-mean decoder,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c7c3e78e3c9d26cc1158a8735d548eaa-Abstract.html
MIRACLE- Causally-Aware Imputation via Learning Missing Data Mechanisms,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c80bcf42c220b8f5c41f85344242f1b0-Abstract.html
Efficient Training of Visual Transformers with Small Datasets,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c81e155d85dae5430a8cee6f2242e82c-Abstract.html
Small random initialization is akin to spectral learning- Optimization and generalization guarantees for overparameterized low-rank matrix reconstruction,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c82836ed448c41094025b4a872c5341e-Abstract.html
Efficient Combination of Rematerialization and Offloading for Training DNNs,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c8461bf13fca8a2b9912ab2eb1668e4b-Abstract.html
Particle Cloud Generation with Message Passing Generative Adversarial Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c8512d142a2d849725f31a9a7a361ab9-Abstract.html
CoFiNet- Reliable Coarse-to-fine Correspondences for Robust PointCloud Registration,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c85b2ea9a678e74fdc8bafe5d0707c31-Abstract.html
Partial success in closing the gap between human and machine vision,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c8877cff22082a16395a57e97232bb6f-Abstract.html
LLC- Accurate, Multi-purpose Learnt Low-dimensional Binary Codes,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c88d8d0a6097754525e02c2246d8d27f-Abstract.html
Analytic Insights into Structure and Rank of Neural Network Hessian Maps,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c900ced7451da79502d29aa37ebb7b60-Abstract.html
Well-tuned Simple Nets Excel on Tabular Datasets,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c902b497eb972281fb5b4e206db38ee6-Abstract.html
POODLE- Improving Few-shot Learning via Penalizing Out-of-Distribution Samples,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c91591a8d461c2869b9f535ded3e213e-Abstract.html
Combinatorial Pure Exploration with Bottleneck Reward Function,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c92a10324374fac681719d63979d00fe-Abstract.html
Densely connected normalizing flows,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c950cde9b3f83f41721788e3315a14a3-Abstract.html
Snowflake- Scaling GNNs to high-dimensional continuous control via parameter freezing,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c952ce98517ac529c60744ac28364b03-Abstract.html
Subgame solving without common knowledge,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c96c08f8bb7960e11a1239352a479053-Abstract.html
Fair Algorithms for Multi-Agent Multi-Armed Bandits,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c96ebeee051996333b6d70b2da6191b0-Abstract.html
VAST- Value Function Factorization with Variable Agent Sub-Teams,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c97e7a5153badb6576d8939469f58336-Abstract.html
On the Stochastic Stability of Deep Markov Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c9dd73f5cb96486f5e1e0680e841a550-Abstract.html
Multiwavelet-based Operator Learning for Differential Equations,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c9e5c2b59d98488fe1070e744041ea0e-Abstract.html
Intermediate Layers Matter in Momentum Contrastive Self Supervised Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/c9f06258da6455f5bf50c5b9260efeff-Abstract.html
An Efficient Pessimistic-Optimistic Algorithm for Stochastic Linear Bandits with General Constraints,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ca460332316d6da84b08b9bcf39b687b-Abstract.html
Efficiently Learning One Hidden Layer ReLU Networks From Queries,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ca4b5656b7e193e6bb9064c672ac8dce-Abstract.html
Learning Nonparametric Volterra Kernels with Gaussian Processes,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ca5fbbbddd0c0ff6c01f782c60c9d1b5-Abstract.html
DiBS- Differentiable Bayesian Structure Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ca6ab34959489659f8c3776aaf1f8efd-Abstract.html
Nonparametric estimation of continuous DPPs with kernel methods,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ca8a2d76a5bcc212226417361a5f0740-Abstract.html
FINE Samples for Learning with Noisy Labels,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ca91c5464e73d3066825362c3093a45f-Abstract.html
Residual2Vec- Debiasing graph embedding with random graphs,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ca9541826e97c4530b07dda2eba0e013-Abstract.html
Benign Overfitting in Multiclass Classification- All Roads Lead to Interpolation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/caaa29eab72b231b0af62fbdff89bfce-Abstract.html
Instance-Dependent Bounds for Zeroth-order Lipschitz Optimization with Error Certificates,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cacbf64b8a464fa1974da1eb0aa92851-Abstract.html
Training Neural Networks with Fixed Sparse Masks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cb2653f548f8709598e8b5156738cc51-Abstract.html
VATT- Transformers for Multimodal Self-Supervised Learning from Raw Video, Audio and Text,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cb3213ada48302953cb0f166464ab356-Abstract.html
Analyzing the Generalization Capability of SGLD Using Properties of Gaussian Channels,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cb77649f5d53798edfa0ff40dae46322-Abstract.html
Learning to Schedule Heuristics in Branch and Bound,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cb7c403aa312160380010ee3dd4bfc53-Abstract.html
On Training Implicit Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cb8da6767461f2812ae4290eac7cbc42-Abstract.html
MLP-Mixer- An all-MLP Architecture for Vision,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cba0a4ee5ccd02fda0fe3f9a3e7b89fe-Abstract.html
A Framework to Learn with Interpretation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cbb6a3b884f4f88b3a8e3d44c636cbd8-Abstract.html
One Loss for All- Deep Hashing with a Single Cosine Similarity based Learning Objective,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cbcb58ac2e496207586df2854b17995f-Abstract.html
Fast and accurate randomized algorithms for low-rank tensor decompositions,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cbef46321026d8404bc3216d4774c8a9-Abstract.html
Communication-efficient SGD- From Local SGD to One-Shot Averaging,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cc06a6150b92e17dd3076a0f0f9d2af4-Abstract.html
Memory Efficient Meta-Learning with Large Images,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cc1aa436277138f61cda703991069eaf-Abstract.html
On the Power of Differentiable Learning versus PAC and SQ Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cc225865b743ecc91c4743259813f604-Abstract.html
Can we globally optimize cross-validation loss- Quasiconvexity in ridge regression,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cc298d5bc587e1b650f80e10449ee9d5-Abstract.html
Adaptive Proximal Gradient Methods for Structured Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cc3f5463bc4d26bc38eadc8bcffbc654-Abstract.html
Discovering and Achieving Goals via World Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cc4af25fa9d2d5c953496579b75f6f6c-Abstract.html
Understanding and Improving Early Stopping for Learning with Noisy Labels,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cc7e2b878868cbae992d1fb743995d8f-Abstract.html
Distributionally Robust Imitation Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cc8090c4d2791cdd9cd2cb3c24296190-Abstract.html
On the Power of Edge Independent Graph Models,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cc9b3c69b56df284846bf2432f1cba90-Abstract.html
Stochastic Online Linear Regression- the Forward Algorithm to Replace Ridge,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cca289d2a4acd14c1cd9a84ffb41dd29-Abstract.html
Dr Jekyll & Mr Hyde- the strange case of off-policy policy updates,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ccb421d5f36c5a412816d494b15ca9f6-Abstract.html
Understanding Adaptive, Multiscale Temporal Integration In Deep Speech Recognition Systems,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ccce2fab7336b8bc8362d115dec2d5a2-Abstract.html
VidLanKD- Improving Language Understanding via Video-Distilled Knowledge Transfer,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ccdf3864e2fa9089f9eca4fc7a48ea0a-Abstract.html
Detecting Individual Decision-Making Style- Exploring Behavioral Stylometry in Chess,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ccf8111910291ba472b385e9c5f59099-Abstract.html
Coupled Gradient Estimators for Discrete Latent Variables,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cd0b43eac0392accf3624b7372dec36e-Abstract.html
AutoGEL- An Automated Graph Neural Network with Explicit Link Information,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cd3afef9b8b89558cd56638c3631868a-Abstract.html
RL for Latent MDPs- Regret Guarantees and a Lower Bound,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cd755a6c6b699f3262bcc2aa46ab507e-Abstract.html
Adaptive Sampling for Minimax Fair Classification,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cd7c230fc5deb01ff5f7b1be1acef9cf-Abstract.html
Structured in Space, Randomized in Time- Leveraging Dropout in RNNs for Efficient Training,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cd81cfd0a3397761fac44ddbe5ec3349-Abstract.html
Variational Continual Bayesian Meta-Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cdd0500dc0ef6682fa6ec6d2e6b577c4-Abstract.html
Recognizing Vector Graphics without Rasterization,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cdf1035c34ec380218a8cc9a43d438f9-Abstract.html
On Episodes, Prototypical Networks, and Few-Shot Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cdfa4c42f465a5a66871587c69fcfa34-Abstract.html
Pointwise Bounds for Distribution Estimation under Communication Constraints,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ce4449660c6523b377b22a1dc2da5556-Abstract.html
CHIP- CHannel Independence-based Pruning for Compact Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ce6babd060aa46c61a5777902cca78af-Abstract.html
Federated Split Task-Agnostic Vision Transformer for COVID-19 CXR Diagnosis,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/ceb0595112db2513b9325a85761b7310-Abstract.html
Active Offline Policy Selection,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cec2346566ba8ecd04bfd992fd193fb3-Abstract.html
Unsupervised Representation Transfer for Small Networks- I Believe I Can Distill On-the-Fly,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cecd845e3577efdaaf24eea03af4c033-Abstract.html
Understanding Bandits with Graph Feedback,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf004fdc76fa1a4f25f62e0eb5261ca3-Abstract.html
Information-theoretic generalization bounds for black-box learning algorithms,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf0d02ec99e61a64137b8a2c3b03e030-Abstract.html
Trash or Treasure- An Interactive Dual-Stream Strategy for Single Image Reflection Separation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf1f78fe923afe05f7597da2be7a3da8-Abstract.html
Rot-Pro- Modeling Transitivity by Projection in Knowledge Graph Embedding,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf2f3fe19ffba462831d7f037a07fc83-Abstract.html
Planning from Pixels in Environments with Combinatorially Hard Search Spaces,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf708fc1decf0337aded484f8f4519ae-Abstract.html
PLUGIn- A simple algorithm for inverting generative models with recovery guarantees,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf77e1f8490495e9f8dedceaf372f969-Abstract.html
Modular Gaussian Processes for Transfer Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf79ae6addba60ad018347359bd144d2-Abstract.html
Neural Human Performer- Learning Generalizable Radiance Fields for Human Performance Rendering,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf866614b6b18cda13fe699a3a65661b-Abstract.html
Locally differentially private estimation of functionals of discrete distributions,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf8c9be2a4508a24ae92c9d3d379131d-Abstract.html
Asymptotics of representation learning in finite Bayesian neural networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cf9dc5e4e194fc21f397b4cac9cc3ae9-Abstract.html
Adaptive Ensemble Q-learning- Minimizing Estimation Bias via Error Feedback,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cfa45151ccad6bf11ea146ed563f2119-Abstract.html
Domain Adaptation with Invariant Representation Learning- What Transformations to Learn-,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cfc5d9422f0c8f8ad796711102dbe32b-Abstract.html
CSDI- Conditional Score-based Diffusion Models for Probabilistic Time Series Imputation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/cfe8504bda37b575c70ee1a8276f3486-Abstract.html
Causal Bandits with Unknown Graph Structure,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d010396ca8abf6ead8cacc2c2f2f26c7-Abstract.html
Piper- Multidimensional Planner for DNN Parallelization,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d01eeca8b24321cd2fe89dd85b9beb51-Abstract.html
Causal Effect Inference for Structured Treatments,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d02e9bdc27a894e882fa0c9055c99722-Abstract.html
Efficient hierarchical Bayesian inference for spatio-temporal regression models in neuroimaging,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d03a857a23b5285736c4d55e0bb067c8-Abstract.html
Topological Attention for Time Series Forecasting,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d062f3e278a1fbba2303ff5a22e8c75e-Abstract.html
Local Signal Adaptivity- Provable Feature Learning in Neural Networks Beyond Kernels,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d064bf1ad039ff366564f352226e7640-Abstract.html
IA-RED$^2$- Interpretability-Aware Redundancy Reduction for Vision Transformers,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d072677d210ac4c03ba046120f0802ec-Abstract.html
Symbolic Regression via Deep Reinforcement Learning Enhanced Genetic Programming Seeding,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d073bb8d0c47f317dd39de9c9f004e9d-Abstract.html
Choose a Transformer- Fourier or Galerkin,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d0921d442ee91b896ad95059d13df618-Abstract.html
A Causal Lens for Controllable Text Generation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d0f5edad9ac19abed9e235c0fe0aa59f-Abstract.html
Differentially Private Multi-Armed Bandits in the Shuffle Model,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d14388bb836687ff2b16b7bee6bab182-Abstract.html
Dual Adaptivity- A Universal Algorithm for Minimizing the Adaptive Regret of Convex Functions,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d1588e685562af341ff2448de4b674d1-Abstract.html
Learning Hard Optimization Problems- A Data Generation Perspective,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d1942a3ab01eb59220e2b3a46e7ef09d-Abstract.html
Canonical Capsules- Self-Supervised Capsules in Canonical Pose,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d1ee59e20ad01cedc15f5118a7626099-Abstract.html
Characterizing Generalization under Out-Of-Distribution Shifts in Deep Metric Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d1f255a373a3cef72e03aa9d980c7eca-Abstract.html
Dynamics-regulated kinematic policy for egocentric pose estimation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d1fe173d08e959397adf34b1d77e88d7-Abstract.html
Never Go Full Batch (in Stochastic Convex Optimization),Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d27b95cac4c27feb850aaa4070cc4675-Abstract.html
Collaborative Learning in the Jungle (Decentralized, Byzantine, Heterogeneous, Asynchronous and Nonconvex Learning),Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d2cd33e9c0236a8c2d8bd3fa91ad3acf-Abstract.html
Not All Low-Pass Filters are Robust in Graph Convolutional Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d30960ce77e83d896503d43ba249caf7-Abstract.html
Counterfactual Maximum Likelihood Estimation for Training Deep Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d30d0f522a86b3665d8e3a9a91472e28-Abstract.html
Robust Optimization for Multilingual Translation with Imbalanced Data,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d324a0cc02881779dcda44a675fdcaaa-Abstract.html
A-B-n Testing with Control in the Presence of Subpopulations,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d35a29602005cb55aa57a5f683c8e0c2-Abstract.html
Using Random Effects to Account for High-Cardinality Categorical Features and Repeated Measures in Deep Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d35b05a832e2bb91f110d54e34e2da79-Abstract.html
Learning Debiased Representation via Disentangled Feature Augmentation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d360a502598a4b64b936683b44a5523a-Abstract.html
Scallop- From Probabilistic Deductive Databases to Scalable Differentiable Reasoning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d367eef13f90793bd8121e2f675f0dc2-Abstract.html
Learning to Synthesize Programs as Interpretable and Generalizable Policies,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d37124c4c79f357cb02c655671a432fa-Abstract.html
The functional specialization of visual cortex emerges from training parallel pathways with self-supervised predictive learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d384dec9f5f7a64a36b5c8f03b8a6d92-Abstract.html
Adversarial Training Helps Transfer Learning via Better Representations,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d3aeec875c479e55d1cdeea161842ec6-Abstract.html
Improving Coherence and Consistency in Neural Sequence Models with Dual-System, Neuro-Symbolic Reasoning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d3e2e8f631bd9336ed25b8162aef8782-Abstract.html
Learning the optimal Tikhonov regularizer for inverse problems,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d3e6cd9f66f2c1d3840ade4161cf7406-Abstract.html
NovelD- A Simple yet Effective Exploration Criterion,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d428d070622e0f4363fceae11f4a3576-Abstract.html
On Margin-Based Cluster Recovery with Oracle Queries,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d46e1fcf4c07ce4a69ee07e4134bcef1-Abstract.html
Multi-Scale Representation Learning on Proteins,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d494020ff8ec181ef98ed97ac3f25453-Abstract.html
Sparse Quadratic Optimisation over the Stiefel Manifold with Application to Permutation Synchronisation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d4bad256c73a6b25b86cc9c1a77255b1-Abstract.html
Second-Order Neural ODE Optimizer,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d4c2e4a3297fe25a71d030b67eb83bfc-Abstract.html
Graph Neural Networks with Local Graph Parameters,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d4d8d1ac7e00e9105775a6b660dd3cbb-Abstract.html
Closing the Gap- Tighter Analysis of Alternating Stochastic Gradient Methods for Bilevel Problems,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d4dd111a4fd973394238aca5c05bebe3-Abstract.html
Dense Unsupervised Learning for Video Segmentation,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d516b13671a4179d9b7b458a6ebdeb92-Abstract.html
Charting and Navigating the Space of Solutions for Recurrent Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d530d454337fb09964237fecb4bea6ce-Abstract.html
Fast Training Method for Stochastic Compositional Optimization Problems,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5397f1497b5cdaad7253fdc92db610b-Abstract.html
Dual-stream Network for Visual Recognition,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d56b9fc4b0f1be8871f5e1c40c0067e7-Abstract.html
Estimating High Order Gradients of the Data Distribution by Denoising,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d582ac40970f9885836a61d7b2c662e4-Abstract.html
Machine versus Human Attention in Deep Reinforcement Learning Tasks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d58e2f077670f4de9cd7963c857f2534-Abstract.html
Reusing Combinatorial Structure- Faster Iterative Projections over Submodular Base Polytopes,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d58f36f7679f85784d8b010ff248f898-Abstract.html
Constrained Optimization to Train Neural Networks on Critical and Under-Represented Classes,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5ade38a2c9f6f073d69e1bc6b6e64c1-Abstract.html
Collapsed Variational Bounds for Bayesian Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5b03d3acb580879f82271ab4885ee5e-Abstract.html
Consistent Estimation for PCA and Sparse Regression with Oblivious Outliers,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5b3d8dadd770c460b1cde910a711987-Abstract.html
Offline Constrained Multi-Objective Reinforcement Learning via Pessimistic Dual Value Iteration,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5c8e1ab6fc0bfeb5f29aafa999cdb29-Abstract.html
Absolute Neighbour Difference based Correlation Test for Detecting Heteroscedastic Relationships,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5cfead94f5350c12c322b5b664544c1-Abstract.html
Batch Multi-Fidelity Bayesian Optimization with Deep Auto-Regressive Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5e2c0adad503c91f91df240d0cd4e49-Abstract.html
Mastering Atari Games with Limited Data,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5eca8dc3820cad9fe56a3bafda65ca1-Abstract.html
Dealing With Misspecification In Fixed-Confidence Linear Top-m Identification,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5fcc35c94879a4afad61cacca56192c-Abstract.html
Why Generalization in RL is Difficult- Epistemic POMDPs and Implicit Partial Observability,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d5ff135377d39f1de7372c95c74dd962-Abstract.html
Set Prediction in the Latent Space,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d61e9e58ae1058322bc169943b39f1d8-Abstract.html
Best of Both Worlds- Practical and Theoretically Optimal Submodular Maximization in Parallel,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d63fbf8c3173730f82b150c5ef38b8ff-Abstract.html
Fine-grained Generalization Analysis of Inductive Matrix Completion,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d6428eecbe0f7dff83fc607c5044b2b9-Abstract.html
Learning Frequency Domain Approximation for Binary Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d645920e395fedad7bbbed0eca3fe2e0-Abstract.html
Reformulating Zero-shot Action Recognition for Multi-label Actions,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d6539d3b57159babf6a72e106beb45bd-Abstract.html
Optimal Best-Arm Identification Methods for Tail-Risk Measures,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d69c7ebb6a253532b266151eac6591af-Abstract.html
SyMetric- Measuring the Quality of Learnt Hamiltonian Dynamics Inferred from Vision,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d6ef5f7fa914c19931a55bb262ec879c-Abstract.html
Learning with Holographic Reduced Representations,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d71dd235287466052f1630f31bde7932-Abstract.html
Learning Barrier Certificates- Towards Safe Reinforcement Learning with Zero Training-time Violations,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d71fa38b648d86602d14ac610f2e6194-Abstract.html
On the Second-order Convergence Properties of Random Search Methods,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d757719ed7c2b66dd17dcee2a3cb29f4-Abstract.html
Noether’s Learning Dynamics- Role of Symmetry Breaking in Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d76d8deea9c19cc9aaf2237d2bf2f785-Abstract.html
A Theory of the Distortion-Perception Tradeoff in Wasserstein Space,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d77e68596c15c53c2a33ad143739902d-Abstract.html
Neural Production Systems,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d785bf9067f8af9e078b93cf26de2b54-Abstract.html
Smoothness Matrices Beat Smoothness Constants- Better Communication Compression Techniques for Distributed Optimization,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d79c6256b9bdac53a55801a066b70da3-Abstract.html
Increasing Liquid State Machine Performance with Edge-of-Chaos Dynamics Organized by Astrocyte-modulated Plasticity,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d79c8788088c2193f0244d8f1f36d2db-Abstract.html
Fair Sortition Made Transparent,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d7b431b1a0cc5f032399870ff4710743-Abstract.html
A Max-Min Entropy Framework for Reinforcement Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d7b76edf790923bf7177f7ebba5978df-Abstract.html
Reward is enough for convex MDPs,Unknown Author,https://papers.nips.cc/paper_files/paper/2021/hash/d7e4cdde82a894b8f633e6d61a01ef15-Abstract.html
